card_id,amount_mean,amount_std,amount_sum,unique_merchants,most_common_category,activity_span_days,cluster
10349,13868.69138248848,33229.23531410945,78247156.78,468,Grocery & Food Markets,353,1
10350,20323.578455794504,55593.7833426712,136086681.34,475,Utilities & Bill Payments,411,1
10351,43066.4275111394,214821.29999603034,135314715.24,428,Utilities & Bill Payments,525,-1
10352,35595.53424573158,182113.7308687348,329401073.91,493,Utilities & Bill Payments,486,-1
10353,28135.63484166591,102272.88787172308,310082831.59,489,Unknown,506,1
10354,9571.60756431308,32511.819897888538,17487327.02,343,Utilities & Bill Payments,286,1
10355,28813.58551510457,112517.60095787027,37198338.9,234,Utilities & Bill Payments,72,-1
10356,4299.6985655496765,10012.60620658655,21941361.78,418,Unknown,523,-1
10357,17718.0245437788,31135.99395312635,19224056.63,223,Services (Other),209,1
10358,16637.728966244726,32485.752533020703,157725670.6,489,Unknown,362,1
10359,28354.414075358512,158728.59106781412,302513243.77,497,Grocery & Food Markets,323,-1
10360,13456.854587688735,34661.36188183231,23172703.6,292,Utilities & Bill Payments,476,-1
10361,13334.372738738739,29797.55131706256,44403461.22,447,Utilities & Bill Payments,544,1
10362,17105.10053393922,33326.26215891172,120454117.96,480,Utilities & Bill Payments,432,1
10363,14095.746109022555,38441.14659617374,22496810.79,272,Grocery & Food Markets,112,1
10364,24152.38512820513,37800.406193923875,1883886.04,17,Unknown,101,1
10365,32033.048466257667,18347.26964189174,36549708.3,40,Unknown,392,-1
10366,18475.551965446186,41979.47875127129,116562257.35,473,Unknown,234,1
10367,30058.2038,208651.1395147261,75145509.5,378,Utilities & Bill Payments,249,-1
10368,5710.453932738094,26882.339735088353,95935626.07,500,Grocery & Food Markets,347,1
10369,37151.50606990014,111807.88243586157,156259234.53,402,Unknown,518,-1
10370,17458.674534969326,38891.94003667963,71144098.73,446,Grocery & Food Markets,117,1
10371,14018.905760526804,31457.136313094612,151151841.91,499,Grocery & Food Markets,215,1
10372,9116.341668041083,38317.8811335489,121602881.51,500,Utilities & Bill Payments,276,1
10373,23910.852417836755,58951.71551932707,154966234.52,469,Unknown,248,1
10374,32173.97919607843,20027.97026777618,49226188.17,50,Unknown,527,-1
10375,16847.878113513514,51516.15266816187,31168574.509999998,317,Utilities & Bill Payments,54,1
10376,15135.639878835564,36052.65371237677,192373982.86,500,Grocery & Food Markets,250,1
10377,7300.877544201927,19373.193578776343,179623490.22,500,Grocery & Food Markets,532,1
10378,29583.625906040266,32059.344417193275,13223880.78,49,Unknown,52,1
10379,16596.64502989866,46638.46688166779,263670899.59,499,Clothing & Apparel,516,1
10380,76363.30443689034,234305.85854574316,258337058.91,398,Unknown,544,-1
10381,34061.310526837326,109819.22577847794,206241235.24,492,Utilities & Bill Payments,700,-1
10382,23616.780595335516,62259.64242670659,230877647.1,499,Grocery & Food Markets,291,-1
10383,38333.430977678574,379766.07833443175,85866885.39,178,Unknown,268,-1
10384,7667.0886014967255,18368.44581157535,16392235.43,242,Unknown,214,1
10385,22913.43519560609,48546.5311273426,118897815.23,444,Unknown,169,1
10386,25038.439697986578,46458.41151552426,7461455.03,64,Unknown,431,-1
10387,24301.8849730562,35703.7583126832,31568148.580000002,185,Utilities & Bill Payments,51,1
10388,20343.975115511552,30719.412972898568,6164224.46,71,Unknown,7,1
10389,18755.20485046729,42489.50076511406,100340345.95,456,Utilities & Bill Payments,330,1
10390,30438.687486033523,63402.430981219964,10897050.120000001,60,Unknown,525,1
10391,30435.349985353605,113769.23017374576,436382048.09,498,Unknown,696,-1
10392,5585.166319060773,11123.70892314133,8087320.83,186,Unknown,144,1
10393,26692.475921205096,59884.647921634314,23035606.72,153,Unknown,101,1
10394,54842.65103849597,135750.610931545,61259241.21,209,Unknown,173,-1
10395,7982.117276577297,26821.41534970391,239367732.89,500,Grocery & Food Markets,693,1
10396,12492.576635453666,34220.768242444676,38689509.84,395,Grocery & Food Markets,182,1
10397,13219.347607329844,36354.92540673618,151493723.58,494,Unknown,393,1
10398,30287.733970588237,79957.23710680338,20595659.1,113,Unknown,108,1
10399,32652.529593495936,40795.441846759066,4016261.14,14,Unknown,6,1
10400,32705.600647508567,119411.77432570582,620261716.28,500,Grocery & Food Markets,644,-1
10401,39959.94193561368,109372.38184080676,198600911.42,437,Unknown,687,-1
10402,27202.375271032623,227085.39208693473,110904083.98,416,Unknown,512,-1
10403,14342.770272983043,44657.11217646225,188621771.86,500,Unknown,540,1
10404,30732.130360004514,79516.39506706398,272317407.12,490,Unknown,406,1
10405,17659.000821333335,55703.26663645449,99331879.62,450,Unknown,178,1
10406,21537.746403431804,66231.19556498424,220912664.86,496,Utilities & Bill Payments,722,-1
10407,6587.155521718688,20940.786353373023,182128263.02,500,Grocery & Food Markets,607,1
10408,29502.696218905476,53782.713923795585,5930041.94,34,Unknown,265,1
10409,41007.02288288288,107789.6817313436,77380252.17999999,161,Unknown,227,-1
10410,43617.74158849281,121735.05173630777,488213381.6,493,Unknown,536,-1
10411,26617.91421998562,88364.20901490044,37025518.68,275,Utilities & Bill Payments,284,-1
10412,16276.012604654414,51343.303093274844,232893464.36,500,Utilities & Bill Payments,452,1
10413,9883.0819896961,31316.90623172783,303094358.46,500,Grocery & Food Markets,690,1
10414,16826.13913625866,48695.8040895095,36428591.23,284,Grocery & Food Markets,80,1
10415,19153.350834262772,56826.00094550918,85864471.79,444,Utilities & Bill Payments,280,1
10416,21638.796207366984,45579.62389222234,31722475.24,260,Utilities & Bill Payments,70,1
10417,9421.143685863874,26554.52078900801,26991576.66,411,Grocery & Food Markets,622,1
10418,15360.19848473837,57817.62031627857,42271266.23,418,Utilities & Bill Payments,427,1
10419,24950.63856149733,68556.38880252073,279946164.66,496,Unknown,389,1
10420,27154.82554076539,62476.86101243411,146880451.35,440,Unknown,728,-1
10421,15265.113050498654,44613.572801492024,96429719.14,458,Unknown,238,1
10422,20395.042491803277,40764.831968175844,6220487.96,63,Utilities & Bill Payments,11,1
10423,23115.124591147785,55238.39055733251,215687227.56,494,Utilities & Bill Payments,501,1
10424,15165.488021798768,65878.31184143634,204536936.95,495,Unknown,480,1
10425,16351.436350702144,40006.22717463183,88493973.53,462,Utilities & Bill Payments,325,1
10426,12871.336262197708,41892.18544502253,30337739.57,378,Utilities & Bill Payments,376,1
10427,27791.223625644805,18084.83948663332,150850761.84,238,Unknown,414,-1
10428,9444.783620193566,23282.637910209258,36107407.78,441,Utilities & Bill Payments,598,1
10429,42999.230692108664,336679.43945353944,66476810.65,201,Unknown,232,-1
10430,12069.745753968253,42363.932463278725,3041575.9299999997,57,Grocery & Food Markets,51,1
10431,40225.17753373662,183391.12823932743,86443906.52,309,Unknown,320,-1
10432,36277.05716575922,121752.10353841569,239863901.98,475,Utilities & Bill Payments,333,-1
10433,22218.855336094897,73372.35024992924,118004340.69,466,Utilities & Bill Payments,324,1
10434,58828.61128110111,242780.04075072933,333381740.13,482,Utilities & Bill Payments,645,-1
10435,16242.913666666667,56925.48118523825,6334736.33,97,Grocery & Food Markets,21,1
10436,24319.238541089566,70891.30578296886,52675470.68,302,Unknown,76,1
10437,42277.92782038345,106845.92007324833,83794852.94,238,Unknown,310,-1
10438,27230.28307692308,44936.23743617868,2123962.08,16,Unknown,92,1
10439,19210.116752411574,62249.761698199174,17923038.93,181,Unknown,70,1
10440,14117.017472598325,29902.906016196517,21895494.1,259,Unknown,115,1
10441,27060.135455633103,83387.22559910656,135706579.31,413,Unknown,164,1
10442,15472.370674118853,48445.63981097107,135646273.7,487,Unknown,343,1
10443,29764.941228445205,99225.03716068075,208860592.6,476,Unknown,270,1
10444,13653.363911290322,43688.48068074681,30474308.25,338,Unknown,171,1
10445,28821.279346938776,93100.77047685806,7061213.44,41,Unknown,5,-1
10446,22095.41303420834,67832.68943469718,372042564.67,499,Unknown,620,-1
10447,30262.445289814295,86440.20526024626,53776365.28,241,Unknown,83,1
10448,29139.054835246206,27003.44529179359,78704587.11,137,Unknown,191,-1
10449,4751.834869986778,10902.057000125533,10781913.32,256,Unknown,238,1
10450,26917.385309840225,121794.57512964189,360531458.84,500,Clothing & Apparel,422,-1
10451,14642.123167883212,34477.23297184348,140417961.18,492,Grocery & Food Markets,640,1
10452,14431.257563739377,34637.115902404694,61130807.04,449,Grocery & Food Markets,259,1
10453,1976.6950000000002,2335.39692156387,3953.3900000000003,2,Travel & Transportation,2,-1
10454,15746.615170697012,57514.838532889735,88558963.72,439,Unknown,190,1
10455,32630.436641221375,69339.43555321496,21372936.0,68,Unknown,67,1
10456,34738.83680675519,142581.33848420024,269469157.11,485,Unknown,289,-1
10457,34494.95137843012,98175.6097593074,108107177.62,387,Unknown,506,-1
10458,39750.26370244879,105097.82481312333,258098462.22,481,Unknown,541,-1
10459,31885.59512755102,73154.62952698134,37497459.87,203,Unknown,133,-1
10460,19660.888637137992,88492.68798279716,92327533.04,450,Unknown,369,-1
10461,19750.78655689503,65860.94297154619,67172425.08,424,Grocery & Food Markets,89,1
10462,37825.5952397029,194850.69475531738,280098532.75,488,Dining & Restaurants,220,-1
10463,23859.72219070134,34206.339782995674,30277987.46,206,Unknown,54,1
10464,11481.871816106532,54818.91521789246,181069118.54,500,Grocery & Food Markets,322,1
10465,20379.743224043716,71385.31501655601,14917972.040000001,141,Grocery & Food Markets,163,-1
10466,17286.796824897072,48194.12210580196,71377184.09,411,Unknown,151,1
10467,4203.1856338028165,8030.09709201174,596852.36,34,Unknown,12,1
10468,7522.271668351212,20194.832794726535,230715594.34,500,Clothing & Apparel,705,1
10469,25934.742797494782,55474.108604914225,12422741.8,102,Unknown,14,1
10470,31324.115984555985,16654.317761806444,8112946.04,9,Unknown,70,1
10471,42074.95814903209,172495.6980978837,158664667.18,440,Utilities & Bill Payments,383,-1
10472,15491.987187499999,40751.136913475406,28257384.63,312,Utilities & Bill Payments,288,1
10473,5828.820159013757,24570.731127614417,32623906.43,474,Dining & Restaurants,109,1
10474,8021.759792384671,20560.223447328386,193188041.08,500,Clothing & Apparel,522,1
10475,23470.396022355977,61145.585124396464,136480352.87,465,Utilities & Bill Payments,293,1
10476,30963.231821895424,70211.79225025667,37898995.75,207,Unknown,141,-1
10477,7191.323756684942,49604.06408703137,213805246.61,500,Utilities & Bill Payments,656,1
10478,10587.071967741937,26493.920297673656,26255938.48,349,Utilities & Bill Payments,704,1
10479,4295.062442136498,9151.626690541665,14474360.43,333,Unknown,366,1
10480,30029.34055330634,77332.13151228687,133510448.1,414,Unknown,598,-1
10481,46765.18954610436,197787.97245032518,523396001.4,495,Utilities & Bill Payments,624,-1
10482,4687.229261880688,9031.191966252794,4635669.74,157,Unknown,95,1
10483,19236.534728086473,52434.95352950013,227799044.25,495,Grocery & Food Markets,672,1
10484,22020.833376675335,59773.50240855934,220164292.1,498,Utilities & Bill Payments,691,-1
10485,32162.343974960877,47181.8214530449,164413902.4,286,Unknown,671,-1
10486,9219.380694638905,21817.262759317888,204126307.96,500,Services (Other),467,1
10487,30675.80047739399,81882.01930861185,109236525.5,393,Unknown,441,-1
10488,21702.895405405405,54855.653103250785,803007.13,13,Grocery & Food Markets,1,1
10489,33852.043848728244,114844.23878553067,50574953.51,229,Unknown,55,-1
10490,16947.24960690824,42470.198976597196,159948141.79,487,Unknown,360,1
10491,33095.27400763358,21958.747024174743,8670961.79,7,Unknown,83,1
10492,14154.81505400254,40722.75378461334,222796788.95,500,Grocery & Food Markets,319,1
10493,15823.356637387817,40567.1931657665,331467674.84,500,General Retail & Department,723,-1
10494,17804.347856131408,39848.4473495464,125734304.56,467,Unknown,252,1
10495,20688.46569923372,43885.102468684905,21598758.19,202,Utilities & Bill Payments,48,1
10496,43219.1362393609,163362.8254435314,578877110.79,499,Services (Other),428,-1
10497,17984.435431268437,51511.501789858536,152418090.28,476,Unknown,287,1
10498,19084.127799376052,35293.95265658822,79523560.54,421,Utilities & Bill Payments,202,1
10499,19691.099234712558,56642.21354099735,53776392.01,341,Unknown,85,1
10500,46360.416857562406,121684.87582356307,31571443.88,106,Unknown,27,-1
10501,48715.676359223304,134425.03564684273,10035429.33,42,Unknown,310,-1
10502,25690.399673366835,40798.21938577914,10224779.07,72,Unknown,569,1
10503,11613.65245459871,30535.54924004924,19824504.74,307,Utilities & Bill Payments,452,1
10504,5953.411886744669,18801.264107647683,117538210.88,500,Dining & Restaurants,411,1
10505,15056.933087934562,26095.299455078337,7362840.28,98,Unknown,11,1
10506,5749.965438066465,17361.224335462062,13322669.92,283,Unknown,229,1
10507,26636.82456301748,57182.53086310716,57908456.6,355,Utilities & Bill Payments,219,-1
10508,43685.16792319749,129600.08078955217,111484548.54,352,Unknown,296,-1
10509,16814.791106892524,48714.70022059914,230295379.0,499,Unknown,473,1
10510,4381.943860082304,8807.677968669697,5324061.79,166,Unknown,119,1
10511,23783.483080920563,49790.57159141468,32036351.71,237,Utilities & Bill Payments,74,1
10512,32058.667629826898,19686.812920100412,48152118.78,49,Unknown,493,-1
10513,18173.3191902834,73553.50440362355,8977619.68,130,Utilities & Bill Payments,92,1
10514,25765.877927519818,74996.06776508538,250263972.31,497,Grocery & Food Markets,296,1
10515,15015.611833449964,28800.961198987272,107286546.55,483,Utilities & Bill Payments,451,1
10516,14542.708256002254,38482.612735998875,206550085.36,500,Grocery & Food Markets,596,1
10517,19183.908982521847,48246.35005329019,30732622.19,245,Unknown,50,1
10518,16520.0944007404,37966.26001458957,35699924.0,319,Clothing & Apparel,156,1
10519,25737.331363636364,38342.21177284096,566221.29,8,Unknown,30,1
10520,15328.652096238937,39267.56901949011,27714202.99,333,Utilities & Bill Payments,270,1
10521,52823.658343227195,173153.4085850333,195764477.82,398,Grocery & Food Markets,612,-1
10522,23160.108991159017,112591.0591572884,191233019.94,491,Utilities & Bill Payments,540,-1
10523,16070.399802909431,37338.12554814773,136984087.92,495,Utilities & Bill Payments,560,1
10524,9942.672182333697,29088.353966831077,227935759.78,500,Grocery & Food Markets,489,1
10525,30365.311060964512,98151.12897928232,333714768.56,496,Utilities & Bill Payments,599,-1
10526,5630.616581699346,17302.757800864118,34459373.48,480,Dining & Restaurants,117,1
10527,11805.383414429529,29504.694689291486,14072017.03,238,Dining & Restaurants,32,1
10528,20817.55545614272,55608.14882063136,308058185.64,500,Grocery & Food Markets,466,1
10529,29263.809868080705,18796.88910994529,113133888.95,177,Unknown,285,-1
10530,7597.287981142939,22453.239614763665,105556719.21,500,Services (Other),273,1
10531,31276.71341451767,19990.066765734347,65493437.89,65,Unknown,689,-1
10532,8001.73661308038,35211.41557871449,160274784.36,500,Grocery & Food Markets,420,1
10533,37162.548858695656,77537.77947313369,6837908.99,45,Unknown,249,-1
10534,29051.32082979015,103412.28366246379,211813180.17,484,Utilities & Bill Payments,376,-1
10535,27526.99679144385,68065.76067101625,334590646.0,496,Unknown,560,-1
10536,16738.340262569833,31789.857171850643,29961629.07,303,Grocery & Food Markets,129,1
10537,24620.031232476635,44718.35143805421,42149493.47,293,Utilities & Bill Payments,83,1
10538,19026.527497639283,46835.12410486497,221640018.82,498,Unknown,475,1
10539,18975.846318607764,42757.86059065907,14174957.2,139,Unknown,28,1
10540,9314.849922106825,25114.36889562234,25112835.39,385,Utilities & Bill Payments,607,1
10541,32720.764869823954,88489.40347078902,131962844.72,439,Utilities & Bill Payments,238,1
10542,51564.42152004454,201013.03627602843,185219402.1,390,Unknown,579,-1
10543,8137.149236676394,17252.17012555268,52980978.68,484,Utilities & Bill Payments,132,1
10544,23704.863879310346,43810.380398542235,52245519.99,316,Unknown,272,-1
10545,7070.587411378787,24079.011655025668,200458223.7,500,Dining & Restaurants,649,1
10546,20337.81348075944,43135.63299540412,279583921.92,499,Unknown,497,1
10547,32647.166534090906,59173.79928355636,11491802.62,63,Unknown,614,-1
10548,30740.477975460122,47723.339869054435,5010697.91,39,Unknown,207,1
10549,15271.320215682797,33645.89544163859,258436552.01,499,Unknown,625,1
10550,9090.877660261338,43385.31719810977,236544636.72,500,Grocery & Food Markets,582,1
10551,61786.07635287931,202804.65597052375,234972448.37,444,Utilities & Bill Payments,397,-1
10552,25960.983725964445,77295.36946427883,214671374.43,482,Unknown,282,1
10553,10502.053333333333,49887.88137608218,29395247.28,405,Utilities & Bill Payments,432,-1
10554,18471.417122171948,43827.2698463762,20410915.92,215,Unknown,73,1
10555,11110.612591181793,32047.195019490133,116672542.82000001,497,Grocery & Food Markets,205,1
10556,25291.30015625,44995.08583561079,1618643.21,23,Utilities & Bill Payments,91,1
10557,31835.38075882305,96952.34063131512,390588286.53,500,Utilities & Bill Payments,690,-1
10558,23979.306321359847,235795.10557366908,74767477.11,403,Grocery & Food Markets,704,-1
10559,14583.26459753251,98305.6984438316,218676052.64,498,Unknown,535,-1
10560,16454.83220661157,33161.654389726646,19910346.97,220,Utilities & Bill Payments,68,1
10561,32163.511703526598,49947.826493023924,107619110.16,329,Unknown,575,-1
10562,52240.93954011742,173428.50690139522,160170720.63,421,Utilities & Bill Payments,325,-1
10563,19941.38649746193,36856.90269444086,3928453.14,38,Unknown,240,-1
10564,25781.065103857567,91048.58302110185,17376437.88,150,Grocery & Food Markets,46,-1
10565,18158.22559460261,42420.55810344176,122459073.41,482,Unknown,538,1
10566,9881.862892274792,36654.63315599653,36968049.08,433,Utilities & Bill Payments,601,1
10567,4285.0338645747315,9152.1653385027,20756704.04,400,Unknown,527,1
10568,12607.439492775287,33335.65378496641,126515655.31,497,General Retail & Department,196,1
10569,40754.90684542587,91899.00831983778,12919305.47,47,Unknown,530,-1
10570,28412.6987783975,98276.71827538805,208861748.72,475,Unknown,248,1
10571,20083.274961257976,42910.72263923084,88125410.53,425,Unknown,168,1
10572,42922.3624793757,308703.86983794876,192506795.72,451,Grocery & Food Markets,131,-1
10573,12151.625805214724,33327.28480719849,15845720.05,235,Utilities & Bill Payments,327,1
10574,13287.156472834067,27988.514752721385,180971071.16,499,Unknown,476,1
10575,19978.4297635893,58465.375776583925,115775000.48,473,Utilities & Bill Payments,304,1
10576,6330.516464826358,15375.353793115299,7109169.99,165,Unknown,122,1
10577,23616.750236240914,61795.79265705124,90971721.91,404,Services (Other),479,-1
10578,23342.84914487339,81616.48472277199,224931694.35999998,497,Utilities & Bill Payments,534,1
10579,12628.011871216864,48740.55966005494,121001609.75,496,Utilities & Bill Payments,632,1
10580,13579.797131630648,32219.5067686751,48384817.18,402,Grocery & Food Markets,271,1
10581,23927.49128841274,80125.86841794798,84870811.6,413,Utilities & Bill Payments,210,1
10582,14255.784472591173,57906.7726144114,312329982.01,500,Grocery & Food Markets,482,-1
10583,28391.543662420387,52518.91314698172,8914944.71,54,Unknown,457,1
10584,20168.39622857143,41149.75252088234,45883101.42,315,Unknown,79,1
10585,33959.04249206349,48147.34576781379,42788393.54,34,Unknown,410,1
10586,33713.623270658085,69853.65140339226,204405697.89,249,Unknown,485,-1
10587,26475.184318181822,34651.45664166752,1164908.11,13,Unknown,6,1
10588,17222.676894402346,36782.71739896213,140915942.35,490,Fuel & Service Stations,416,1
10589,31255.90252254642,47844.92151397508,117834752.51,263,Unknown,504,-1
10590,6146.800836982969,20102.177865345064,12631675.72,346,Grocery & Food Markets,34,-1
10591,8015.381655844155,32340.75751343777,19749900.4,356,Utilities & Bill Payments,662,1
10592,27575.006279069767,50304.21734187702,1185725.27,12,Unknown,53,1
10593,19912.810930858468,36723.17098658293,214560537.78,494,Unknown,405,1
10594,33908.64220779221,84573.47571946932,20887723.6,152,Utilities & Bill Payments,57,-1
10595,25829.310688897764,110132.15261488882,129353187.93,454,Utilities & Bill Payments,264,1
10596,37591.531629072684,96260.43617868992,104993147.84,342,Unknown,334,-1
10597,27065.89297297297,49245.46280595826,9012942.36,58,Unknown,495,1
10598,9688.042513747054,51641.98942430192,12332878.12,253,Dining & Restaurants,256,1
10599,9633.279157894736,12125.349847573418,3660646.08,95,Dining & Restaurants,20,1
10600,23478.517368588975,70362.6693307178,294350172.25,497,Utilities & Bill Payments,722,-1
10601,11033.400819607843,22663.90062992123,28135172.09,380,Utilities & Bill Payments,563,1
10602,33692.837715736045,59343.94604987843,6637489.03,30,Unknown,273,1
10603,13633.801704119851,40787.305488107115,7280450.11,129,Utilities & Bill Payments,126,1
10604,29619.498163522014,98722.26825949366,329665014.56,496,Utilities & Bill Payments,597,-1
10605,11499.849596412556,34146.97471922386,2564466.46,69,Dining & Restaurants,43,1
10606,19690.04724040196,45051.607912727784,152834146.68,488,Unknown,658,1
10607,8903.93193384224,19788.956166233223,10497735.75,238,Utilities & Bill Payments,243,1
10608,13234.929397487758,36592.25662659883,62164463.38,447,Utilities & Bill Payments,294,1
10609,21553.973666230795,87820.17330300092,131867210.89,475,Dining & Restaurants,378,-1
10610,14185.081629586826,33230.788477711685,98189135.04,486,Utilities & Bill Payments,423,1
10611,12427.556069489685,30264.53739643863,11445779.14,208,Utilities & Bill Payments,137,1
10612,34386.53359262805,112152.75067085981,431000812.05,499,Unknown,497,-1
10613,17250.980087926953,42157.64158719086,51011148.12,398,Dining & Restaurants,84,1
10614,15388.583009391588,39099.773285376046,37686639.79,394,Utilities & Bill Payments,382,1
10615,15723.617721627817,32472.519124734605,164594830.31,495,Unknown,401,1
10616,23638.60222200159,49045.87031473001,238088001.58,493,Unknown,451,1
10617,8768.106497010825,28405.327250388313,271329055.55,500,Grocery & Food Markets,705,1
10618,22190.636969750576,50889.5648432383,250887341.58,500,Unknown,439,1
10619,10165.795209928618,36530.24294339832,313309808.37,500,Dining & Restaurants,690,-1
10620,37850.861212121206,59140.16041338083,1249078.42,14,Unknown,42,1
10621,38654.12325497076,123650.1095809884,330492753.83,487,Utilities & Bill Payments,590,-1
10622,27735.859525879096,165097.74592731768,140398920.92,474,Utilities & Bill Payments,562,-1
10623,13236.961557251909,35255.346383459764,242765874.96,500,Unknown,701,1
10624,6734.153951168628,18300.92932478465,206583640.76,500,Fuel & Service Stations,706,1
10625,32021.862395989974,18812.141427821134,63883615.48,51,Unknown,678,-1
10626,27536.495162404975,17504.07717183856,159381234.0,277,Unknown,461,-1
10627,7637.5537602403065,19792.729298701706,27968721.87,339,Unknown,390,1
10628,22240.508278563015,63058.816443062235,377643830.57,500,Unknown,729,-1
10629,27763.52385687889,80285.776909252,165276257.52,448,Unknown,252,1
10630,7120.191180296111,21083.70266659725,51457621.66,491,Utilities & Bill Payments,143,1
10631,39556.21908424909,90000.18525601829,21597695.62,68,Unknown,58,1
10632,9726.759407699901,21104.83386249747,9853207.28,230,Utilities & Bill Payments,153,1
10633,11385.784464,27305.14586083372,7116115.29,144,Utilities & Bill Payments,123,1
10634,15877.984588140596,36826.66385744994,236708994.24,498,Unknown,642,1
10635,21871.698095238095,50163.97232606252,459305.66,7,Unknown,28,1
10636,10884.464690831557,20137.446541289915,5104813.94,100,Grocery & Food Markets,27,1
10637,6477.930569196429,14033.159395611794,40629580.53,434,Unknown,706,-1
10638,14132.219118198875,25895.106301872052,37662363.95,406,Utilities & Bill Payments,607,1
10639,38019.95807067813,65120.27455986375,199034480.5,310,Unknown,719,-1
10640,14317.03325299307,39616.31328254096,90884527.09,459,Unknown,208,1
10641,16923.60318561001,46881.99663317268,32459470.91,317,Utilities & Bill Payments,110,1
10642,36634.04970588235,94667.2656370017,2491115.38,25,Unknown,72,-1
10643,10427.745470652173,29492.33566438113,95935258.33,499,Fuel & Service Stations,185,1
10644,37032.77481481481,64747.24023782567,5999309.52,30,Unknown,283,-1
10645,10846.309013873266,37079.46684007897,28927106.14,395,Grocery & Food Markets,581,1
10646,30005.755500667557,35212.16365245552,22474310.87,78,Unknown,87,1
10647,7628.084094076656,20550.428096768504,21892601.35,384,Dining & Restaurants,616,1
10648,25518.354845550944,143332.44921868047,221397246.64,494,Utilities & Bill Payments,566,-1
10649,17762.730184542896,42721.868990567724,271432279.95,500,Unknown,647,1
10650,10076.119051724138,40760.4886791837,7012978.86,169,Services (Other),10,1
10651,17656.23877016129,46028.529490981295,17514988.86,223,Utilities & Bill Payments,145,1
10652,27457.763076923075,50218.15066067334,713901.84,13,Unknown,25,1
10653,37873.31584507042,77629.3778711532,5378010.85,21,Unknown,195,-1
10654,4552.010942698706,24631.642294669808,7387913.76,208,Unknown,164,1
10655,73409.79191987093,218876.80371083782,273011016.15,400,Grocery & Food Markets,595,-1
10656,28429.12857308777,86878.95149215874,171342357.91,470,Utilities & Bill Payments,317,1
10657,36665.40276696298,318961.2657692432,325845434.39,490,Unknown,346,-1
10658,32976.830714285716,112770.09232760913,3693405.04,40,Grocery & Food Markets,1,-1
10659,27523.32195294813,60567.884875701304,279609427.72,484,Unknown,476,1
10660,23840.451096605742,60630.14539758309,9130892.77,99,General Retail & Department,73,1
10661,28991.211267605635,56758.27655525805,2058376.0,19,Unknown,91,1
10662,42941.79817604856,131302.67504086305,155621076.59,389,Unknown,459,-1
10663,23524.923387014314,60996.63616107707,276088500.87,496,Unknown,479,1
10664,17822.71140750219,83062.11413348543,264649441.69,500,Dining & Restaurants,301,-1
10665,27357.419343971633,125959.70442899503,46288753.53,307,Utilities & Bill Payments,232,-1
10666,11621.827096774194,18205.949817371766,3963043.04,79,Utilities & Bill Payments,16,1
10667,57652.21309548576,210650.22418734818,277134188.35,436,Unknown,620,-1
10668,14213.616005089058,27452.337547692387,5585951.09,92,Grocery & Food Markets,19,1
10669,42510.1334676504,135627.261841804,74902855.17,266,Grocery & Food Markets,271,-1
10670,21902.18280833062,59429.57130241145,269221631.08,499,Utilities & Bill Payments,698,1
10671,29608.35103967671,111144.2706519543,161187863.06,455,Unknown,205,1
10672,38999.93484848485,87099.97682403373,5147991.4,28,Unknown,167,-1
10673,29305.46972972973,60679.45943960611,1084302.3800000001,12,Unknown,59,1
10674,19323.775255813955,47201.39834685419,70628398.56,426,Utilities & Bill Payments,222,1
10675,13054.453587061787,39070.50960506626,67400143.87,451,Grocery & Food Markets,305,1
10676,22965.008873239436,69130.43609176918,29349281.34,262,Utilities & Bill Payments,183,1
10677,17712.25194552529,35581.04112587619,13656146.25,144,Unknown,24,1
10678,13986.731460212466,41983.4281256452,139559606.51,494,Utilities & Bill Payments,688,1
10679,5015.048086391082,12200.655258093388,10797398.53,274,Unknown,224,1
10680,14882.05363569861,25982.398023557183,20343767.32,235,Grocery & Food Markets,81,1
10681,50342.243849765255,163741.45314784645,193012162.92,422,Grocery & Food Markets,650,-1
10682,7378.593708613661,19393.549031880186,222634307.97,500,Utilities & Bill Payments,677,1
10683,12122.26506213753,28811.463333252475,14631573.93,222,Grocery & Food Markets,66,1
10684,42298.10024390244,103494.99633794029,114458659.26,364,Unknown,431,-1
10685,4522.417837837837,13947.21715061902,334658.92,12,Unknown,2,1
10686,43885.02743677205,232179.37348666272,527498029.79,495,Unknown,580,-1
10687,12187.674536256323,27399.93588701127,43363746.0,406,Grocery & Food Markets,261,1
10688,15869.820265822786,42020.16111320499,37611474.03,374,Dining & Restaurants,454,1
10689,19492.621987601706,58208.858394973046,301862744.1,500,Services (Other),483,1
10690,15876.55381850324,44628.591658047946,26942511.83,290,Unknown,130,1
10691,42970.49067890929,156977.62484283693,463307830.5,497,Utilities & Bill Payments,590,-1
10692,23773.98384417808,64471.59913199228,55536026.26,349,Services (Other),516,-1
10693,3923.389873417722,7760.833124391483,5579060.4,183,Unknown,134,1
10694,28632.89428457743,20861.361718764554,179900474.79,250,Unknown,516,-1
10695,42848.691256758844,123103.2248971039,554719157.01,499,Unknown,619,-1
10696,24431.15186023622,59541.931476500424,173754352.03,469,Unknown,271,1
10697,23133.582374699465,64842.378525521744,125083279.9,477,Dining & Restaurants,157,1
10698,23158.241045480776,74856.27368168937,441465549.05,500,Grocery & Food Markets,635,-1
10699,19414.674834782607,44917.83686996661,22326876.06,174,Unknown,33,1
10700,29680.20980144588,79495.7396040851,582978680.92,500,Grocery & Food Markets,672,-1
